"DNASample","LibraryPrepID","LibraryPlateID","KeyfilePopulationLabel","DNA_Plate","KeyfilePedigree","FullSampleName","OrigKeyFile","Population","Institute"
"TMEB1321",250254242,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1321:250254242","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1329",250254243,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1329:250254243","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB133",250253677,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB133:250253677","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1330",250254244,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1330:250254244","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1332",250254245,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1332:250254245","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1333",250254246,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1333:250254246","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1334",250254247,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1334:250254247","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1335",250254248,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1335:250254248","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1336",250254250,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1336:250254250","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1337",250254251,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1337:250254251","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB134",250253678,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB134:250253678","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1340",250254252,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1340:250254252","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1341",250254253,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1341:250254253","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1342",250254254,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1342:250254254","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1345",250254255,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1345:250254255","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1346",250254256,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1346:250254256","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1347",250254257,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1347:250254257","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1348",250254258,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1348:250254258","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1349",250254259,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1349:250254259","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB135",250253680,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB135:250253680","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1350",250254260,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1350:250254260","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1351",250254261,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1351:250254261","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1353",250254262,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1353:250254262","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB136",250253681,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB136:250253681","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1360",250254264,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1360:250254264","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1364",250254265,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1364:250254265","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1367",250254267,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1367:250254267","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1368",250254268,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1368:250254268","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1369",250254269,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1369:250254269","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB137",250253682,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB137:250253682","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1370",250254270,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1370:250254270","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB138",250253683,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB138:250253683","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1380",250254272,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1380:250254272","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1381",250254273,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1381:250254273","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1382",250254274,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1382:250254274","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1383",250254275,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1383:250254275","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1384",250254276,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1384:250254276","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1386",250254277,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1386:250254277","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB139",250253684,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB139:250253684","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1391",250254278,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1391:250254278","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1393",250254279,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1393:250254279","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1394",250254280,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1394:250254280","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB14",250253606,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB14:250253606","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1408",250254281,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1408:250254281","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1411",250254282,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1411:250254282","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1412",250254284,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1412:250254284","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1417",250254285,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1417:250254285","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1418",250254286,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1418:250254286","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1419",250254287,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1419:250254287","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1428",250254288,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1428:250254288","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1430",250254289,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1430:250254289","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1431",250254290,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1431:250254290","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1432",250254291,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1432:250254291","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1433",250254292,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1433:250254292","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1441",250254293,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1441:250254293","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1442",250254294,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1442:250254294","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1443",250254295,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1443:250254295","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1446",250254296,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1446:250254296","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1447",250254297,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1447:250254297","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1448",250254298,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1448:250254298","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB145",250253685,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB145:250253685","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1450",250254299,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1450:250254299","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1458",250254300,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1458:250254300","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB146",250253686,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB146:250253686","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1462",250254420,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1462:250254420","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1463",250254301,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1463:250254301","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1468",250254302,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1468:250254302","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB147",250253687,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB147:250253687","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1470",250254303,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1470:250254303","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1471",250254304,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1471:250254304","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB148",250253719,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB148:250253719","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1484",250254305,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1484:250254305","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1485",250254306,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1485:250254306","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1486",250254307,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1486:250254307","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1488",250254308,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1488:250254308","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1490",250254309,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1490:250254309","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1491",250254310,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1491:250254310","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1497",250254311,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1497:250254311","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1499",250254312,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1499:250254312","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB15",250253607,450018264,"BreedersLandraces","IITA_LR_001",NA,"TMEB15:250253607","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB150",250253721,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB150:250253721","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1501",250254313,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1501:250254313","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1502",250254314,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1502:250254314","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1503",250254315,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1503:250254315","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1509",250254317,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1509:250254317","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB151",250253722,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB151:250253722","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1510",250254318,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1510:250254318","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1515",250254319,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1515:250254319","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1517",250254321,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1517:250254321","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1519",250254322,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1519:250254322","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB152",250253723,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB152:250253723","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1529",250254354,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1529:250254354","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB153",250253724,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB153:250253724","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1531",250254355,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1531:250254355","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1534",250254356,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1534:250254356","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB154",250253725,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB154:250253725","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1540",250254357,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1540:250254357","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1541",250254358,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1541:250254358","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1548",250254359,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1548:250254359","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1549",250254361,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1549:250254361","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1550",250254362,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1550:250254362","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1551",250254363,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1551:250254363","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1552",250254364,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1552:250254364","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1553",250254366,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1553:250254366","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1556",250254367,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1556:250254367","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1559",250254368,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1559:250254368","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB156",250253726,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB156:250253726","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1560",250254369,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1560:250254369","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB157",250253727,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB157:250253727","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1571",250254370,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1571:250254370","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1572",250254371,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1572:250254371","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1574",250254372,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1574:250254372","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1575",250254373,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1575:250254373","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB158",250253729,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB158:250253729","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1582",250254374,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1582:250254374","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1585",250254375,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1585:250254375","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1588",250254376,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1588:250254376","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1589",250254377,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1589:250254377","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB159",250253730,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB159:250253730","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1590",250254378,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1590:250254378","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1591",250254379,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1591:250254379","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1592",250254380,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1592:250254380","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1593",250254382,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1593:250254382","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1597",250254383,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1597:250254383","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1599",250254384,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1599:250254384","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB160",250253731,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB160:250253731","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1600",250254385,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1600:250254385","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1601",250254386,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1601:250254386","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1602",250254387,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1602:250254387","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1607",250254388,450018270,"BreedersLandraces","IITA_LR_007",NA,"TMEB1607:250254388","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1608",250254320,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1608:250254320","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1609",250254271,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1609:250254271","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB161",250253732,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB161:250253732","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1612",250254263,450018269,"BreedersLandraces","IITA_LR_006",NA,"TMEB1612:250254263","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB162",250253733,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB162:250253733","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1620",250253908,450018266,"BreedersLandraces","IITA_LR_003",NA,"TMEB1620:250253908","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1622",250253882,450018266,"BreedersLandraces","IITA_LR_003",NA,"TMEB1622:250253882","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1624",250253880,450018266,"BreedersLandraces","IITA_LR_003",NA,"TMEB1624:250253880","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1625",250253849,450018266,"BreedersLandraces","IITA_LR_003",NA,"TMEB1625:250253849","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1627",250253773,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB1627:250253773","cassavaGBSkey_20160607","BreedersLandraces","IITA"
"TMEB1628",250253784,450018265,"BreedersLandraces","IITA_LR_002",NA,"TMEB1628:250253784","cassavaGBSkey_20160607","BreedersLandraces","IITA"
