"DNASample","LibraryPrepID","LibraryPlateID","KeyfilePopulationLabel","DNA_Plate","KeyfilePedigree","FullSampleName","OrigKeyFile","Population","Institute"
"UG14_0122",250445450,450022055,"GWAS Population","NaCCRI_16","TME X MH04/0423(2)_4","UG14_0122:250445450","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0123",250443426,450022027,"GWAS Population","NaCCRI_13","TME X MH04/0423(2)_5","UG14_0123:250443426","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0126",250445630,450022056,"GWAS Population","NaCCRI_17","TME X MH04/0423(2)_8","UG14_0126:250445630","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0127",250442970,450022014,"GWAS Population","NaCCRI_18","SC1-196_1","UG14_0127:250442970","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0128",250445598,450022056,"GWAS Population","NaCCRI_17","SC1-196_2","UG14_0128:250445598","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0129",250445518,450022055,"GWAS Population","NaCCRI_16","SC1-196_3","UG14_0129:250445518","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0132",250445493,450022055,"GWAS Population","NaCCRI_16","SC1-196_6","UG14_0132:250445493","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0134",250442965,450022014,"GWAS Population","NaCCRI_18","SC1-196_8","UG14_0134:250442965","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0141",250443418,450022027,"GWAS Population","NaCCRI_13","182/00661/27_7","UG14_0141:250443418","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0143",250442800,450022013,"GWAS Population","NaCCRI_12","182/00661/27_9","UG14_0143:250442800","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0144",250442778,450022013,"GWAS Population","NaCCRI_12","182/00661/27_10","UG14_0144:250442778","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0145",250445480,450022055,"GWAS Population","NaCCRI_16","182/00661/27_11","UG14_0145:250445480","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0153",250445499,450022055,"GWAS Population","NaCCRI_16","N3XMH04/2767(2)_4","UG14_0153:250445499","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0181",250443530,450022028,"GWAS Population","NaCCRI_14","N3X24B(17)(3)_10","UG14_0181:250443530","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0185",250443595,450022028,"GWAS Population","NaCCRI_14","N3X24B(17)(3)_14","UG14_0185:250443595","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0192",250443682,450022029,"GWAS Population","NaCCRI_15","TZP/170_3","UG14_0192:250443682","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0193",250443650,450022029,"GWAS Population","NaCCRI_15","TZP/170_4","UG14_0193:250443650","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0195",250443540,450022028,"GWAS Population","NaCCRI_14","TZP/170_6","UG14_0195:250443540","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0196",250443527,450022028,"GWAS Population","NaCCRI_14","TZP/170_7","UG14_0196:250443527","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0201",250445470,450022055,"GWAS Population","NaCCRI_16","130040/116_5","UG14_0201:250445470","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0207",250445612,450022056,"GWAS Population","NaCCRI_17","130040/116_11","UG14_0207:250445612","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0212",250445583,450022056,"GWAS Population","NaCCRI_17","130040/116_16","UG14_0212:250445583","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0218",250445590,450022056,"GWAS Population","NaCCRI_17","N11XN3(7)_4","UG14_0218:250445590","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0220",250445575,450022056,"GWAS Population","NaCCRI_17","N11XN3(7)_6","UG14_0220:250445575","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0223",250445632,450022056,"GWAS Population","NaCCRI_17","N11XN3(7)_9","UG14_0223:250445632","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0227",250443467,450022027,"GWAS Population","NaCCRI_13","N11XN3(4)_4","UG14_0227:250443467","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0229",250443486,450022027,"GWAS Population","NaCCRI_13","N11XN3(4)_6","UG14_0229:250443486","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0230",250443531,450022028,"GWAS Population","NaCCRI_14","N11XN3(4)_7","UG14_0230:250443531","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0233",250443475,450022027,"GWAS Population","NaCCRI_13","S1-N10(1)_1","UG14_0233:250443475","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0234",250445560,450022056,"GWAS Population","NaCCRI_17","S1-N10(1)_2","UG14_0234:250445560","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0235",250443401,450022027,"GWAS Population","NaCCRI_13","S1-N10(1)_3","UG14_0235:250443401","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0235",250443546,450022028,"GWAS Population","NaCCRI_14","repeat (A08)","UG14_0235:250443546","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0236",250443440,450022027,"GWAS Population","NaCCRI_13","S1-N10(1)_4","UG14_0236:250443440","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0237",250443700,450022029,"GWAS Population","NaCCRI_15","S1-N10(1)_5","UG14_0237:250443700","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0241",250443459,450022027,"GWAS Population","NaCCRI_13","S1-N10(1)_9","UG14_0241:250443459","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0241",250443743,450022029,"GWAS Population","NaCCRI_15","repeat (H12)","UG14_0241:250443743","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0243",250443439,450022027,"GWAS Population","NaCCRI_13","N11XN3(2)_2","UG14_0243:250443439","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0246",250443535,450022028,"GWAS Population","NaCCRI_14","N11XN3(2)_5","UG14_0246:250443535","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0250",250443690,450022029,"GWAS Population","NaCCRI_15","N11XN3(2)_9","UG14_0250:250443690","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0252",250445504,450022055,"GWAS Population","NaCCRI_16","Nam X 4271(371)_2","UG14_0252:250445504","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0253",250445462,450022055,"GWAS Population","NaCCRI_16","Nam X 4271(371)_3","UG14_0253:250445462","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0255",250443689,450022029,"GWAS Population","NaCCRI_15","Nam X 4271(371)_5","UG14_0255:250443689","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0256",250443722,450022029,"GWAS Population","NaCCRI_15","Nam X 4271(371)_6","UG14_0256:250443722","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0259",250443483,450022027,"GWAS Population","NaCCRI_13","S1-TME-14(5)_1","UG14_0259:250443483","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0260",250443718,450022029,"GWAS Population","NaCCRI_15","S1-TME-14(5)_2","UG14_0260:250443718","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0261",250442645,450022012,"GWAS Population","NaCCRI_11","S1-TME-14(5)_3","UG14_0261:250442645","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0263",250443576,450022028,"GWAS Population","NaCCRI_14","S1-TME-14(5)_5","UG14_0263:250443576","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0265",250443603,450022028,"GWAS Population","NaCCRI_14","S-N10(5)_1","UG14_0265:250443603","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0266",250443656,450022029,"GWAS Population","NaCCRI_15","S-N10(5)_2","UG14_0266:250443656","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0268",250442818,450022013,"GWAS Population","NaCCRI_12","S-N10(5)_4","UG14_0268:250442818","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0271",250442853,450022013,"GWAS Population","NaCCRI_12","S-N10(5)_7","UG14_0271:250442853","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0274",250443723,450022029,"GWAS Population","NaCCRI_15","N3XN12(2)_2","UG14_0274:250443723","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0276",250445631,450022056,"GWAS Population","NaCCRI_17","N3XN12(2)_4","UG14_0276:250445631","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0281",250443692,450022029,"GWAS Population","NaCCRI_15","NAm X 4271(172)_1","UG14_0281:250443692","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0282",250445585,450022056,"GWAS Population","NaCCRI_17","NAm X 4271(172)_2","UG14_0282:250445585","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0288",250445498,450022055,"GWAS Population","NaCCRI_16","NAm X 4271(172)_8","UG14_0288:250445498","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0294",250443667,450022029,"GWAS Population","NaCCRI_15","NAm X 4271(172)_14","UG14_0294:250443667","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0296",250443553,450022028,"GWAS Population","NaCCRI_14","NAm X 4271(172)_16","UG14_0296:250443553","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0298",250445563,450022056,"GWAS Population","NaCCRI_17","NAm X 4271(172)_18","UG14_0298:250445563","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0299",250443676,450022029,"GWAS Population","NaCCRI_15","TME 204 X 0036(11)_1","UG14_0299:250443676","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0300",250445625,450022056,"GWAS Population","NaCCRI_17","TME 204 X 0036(11)_2","UG14_0300:250445625","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0301",250442946,450022014,"GWAS Population","NaCCRI_18","TME 204 X 0036(11)_3","UG14_0301:250442946","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0302",250443730,450022029,"GWAS Population","NaCCRI_15","TME 204 X 0036(11)_4","UG14_0302:250443730","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0304",250443677,450022029,"GWAS Population","NaCCRI_15","TME 204 X 0036(11)_6","UG14_0304:250443677","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0305",250443464,450022027,"GWAS Population","NaCCRI_13","TME 204 X 0036(11)_7","UG14_0305:250443464","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0308",250443613,450022028,"GWAS Population","NaCCRI_14","N3X24B(17)(2)_1","UG14_0308:250443613","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0310",250443720,450022029,"GWAS Population","NaCCRI_15","N3X24B(17)(2)_3","UG14_0310:250443720","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0313",250442802,450022013,"GWAS Population","NaCCRI_12","N3X24B(17)(2)_6","UG14_0313:250442802","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0318",250443705,450022029,"GWAS Population","NaCCRI_15","4271XMH05/095_4","UG14_0318:250443705","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0319",250442837,450022013,"GWAS Population","NaCCRI_12","4271XMH05/095_5","UG14_0319:250442837","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0327",250442851,450022013,"GWAS Population","NaCCRI_12","TZ/140/12_3","UG14_0327:250442851","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0328",250443661,450022029,"GWAS Population","NaCCRI_15","130040parent_1","UG14_0328:250443661","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0329",250443733,450022029,"GWAS Population","NaCCRI_15","130040parent_2","UG14_0329:250443733","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0330",250442854,450022013,"GWAS Population","NaCCRI_12","130040parent_3","UG14_0330:250442854","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0332",250445517,450022055,"GWAS Population","NaCCRI_16","130040parent_5","UG14_0332:250445517","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0333",250442913,450022014,"GWAS Population","NaCCRI_18","130040parent_6","UG14_0333:250442913","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0334",250443664,450022029,"GWAS Population","NaCCRI_15","00/0093_1","UG14_0334:250443664","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0335",250442939,450022014,"GWAS Population","NaCCRI_18","","UG14_0335:250442939","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0337",250443488,450022027,"GWAS Population","NaCCRI_13","00/0093_4","UG14_0337:250443488","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0339",250445624,450022056,"GWAS Population","NaCCRI_17","00/0093_6","UG14_0339:250445624","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0342",250443437,450022027,"GWAS Population","NaCCRI_13","00/0093_9","UG14_0342:250443437","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0349",250443473,450022027,"GWAS Population","NaCCRI_13","00/0093_16","UG14_0349:250443473","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0351",250445511,450022055,"GWAS Population","NaCCRI_16","00/0093_18","UG14_0351:250445511","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0353",250445476,450022055,"GWAS Population","NaCCRI_16","00/0093_20","UG14_0353:250445476","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0354",250443701,450022029,"GWAS Population","NaCCRI_15","00/0093_21","UG14_0354:250443701","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0363",250445601,450022056,"GWAS Population","NaCCRI_17","01/3310_6","UG14_0363:250445601","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0366",250443683,450022029,"GWAS Population","NaCCRI_15","01/3310_9","UG14_0366:250443683","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0369",250445457,450022055,"GWAS Population","NaCCRI_16","01/3310_12","UG14_0369:250445457","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0381",250442825,450022013,"GWAS Population","NaCCRI_12","01/3310_24","UG14_0381:250442825","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0383",250443607,450022028,"GWAS Population","NaCCRI_14","01/3310_26","UG14_0383:250443607","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0385",250445607,450022056,"GWAS Population","NaCCRI_17","TME14 X MH04/0441(1)_1","UG14_0385:250445607","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0411",250445515,450022055,"GWAS Population","NaCCRI_16","N3 X 21B/4(4)_6","UG14_0411:250445515","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0416",250443567,450022028,"GWAS Population","NaCCRI_14","N3 X 21B/4(4)_11","UG14_0416:250443567","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0417",250442815,450022013,"GWAS Population","NaCCRI_12","N3 X 21B/4(4)_12","UG14_0417:250442815","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0419",250445628,450022056,"GWAS Population","NaCCRI_17","N3 X 21B/4(4)_14","UG14_0419:250445628","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0420",250445433,450022055,"GWAS Population","NaCCRI_16","N3 X 21B/4(4)_15","UG14_0420:250445433","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0421",250443407,450022027,"GWAS Population","NaCCRI_13","N3 X MH04/2787(6)_1","UG14_0421:250443407","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0422",250443457,450022027,"GWAS Population","NaCCRI_13","N3 X MH04/2787(6)_2","UG14_0422:250443457","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0424",250443717,450022029,"GWAS Population","NaCCRI_15","N3 X MH04/2787(6)_4","UG14_0424:250443717","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0426",250442828,450022013,"GWAS Population","NaCCRI_12","N3 X MH04/2787(6)_6","UG14_0426:250442828","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0436",250443528,450022028,"GWAS Population","NaCCRI_14","N3 X MH04/2788(8)_2","UG14_0436:250443528","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0437",250443538,450022028,"GWAS Population","NaCCRI_14","N3 X MH04/2788(8)_3","UG14_0437:250443538","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0441",250443422,450022027,"GWAS Population","NaCCRI_13","N3 X MH04/2788(8)_7","UG14_0441:250443422","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0447",250443445,450022027,"GWAS Population","NaCCRI_13","N3 X MH04/2788(8)_13","UG14_0447:250443445","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0454",250443421,450022027,"GWAS Population","NaCCRI_13","N3 X MH04/2788(8)_20","UG14_0454:250443421","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0732",250445627,450022056,"GWAS Population","NaCCRI_17","CR24-8(26)_1","UG14_0732:250445627","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0737",250445453,450022055,"GWAS Population","NaCCRI_16","CR24-8(26)_6","UG14_0737:250445453","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0738",250443679,450022029,"GWAS Population","NaCCRI_15","CR24-8(26)_7","UG14_0738:250443679","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0740",250443454,450022027,"GWAS Population","NaCCRI_13","CR24-8(26)_9","UG14_0740:250443454","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0741",250442937,450022014,"GWAS Population","NaCCRI_18","CR24-8(26)_10","UG14_0741:250442937","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0743",250445646,450022056,"GWAS Population","NaCCRI_17","CR24-8(26)_12","UG14_0743:250445646","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0744",250443484,450022027,"GWAS Population","NaCCRI_13","CR24-8(26)_13","UG14_0744:250443484","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0747",250445426,450022055,"GWAS Population","NaCCRI_16","CR24-8(26)_16","UG14_0747:250445426","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0749",250445440,450022055,"GWAS Population","NaCCRI_16","CR24-8(26)_18","UG14_0749:250445440","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0750",250445599,450022056,"GWAS Population","NaCCRI_17","CR24-8(26)_19","UG14_0750:250445599","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0751",250445617,450022056,"GWAS Population","NaCCRI_17","CR24-8(26)_20","UG14_0751:250445617","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0754",250443571,450022028,"GWAS Population","NaCCRI_14","CR24-8(26)_23","UG14_0754:250443571","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0755",250445445,450022055,"GWAS Population","NaCCRI_16","CR24-8(26)_24","UG14_0755:250445445","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0756",250445442,450022055,"GWAS Population","NaCCRI_16","CR24-8(26)_25","UG14_0756:250445442","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0757",250445600,450022056,"GWAS Population","NaCCRI_17","CR24-8(26)_26","UG14_0757:250445600","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0762",250443726,450022029,"GWAS Population","NaCCRI_15","MH04/3022_2","UG14_0762:250443726","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0763",250442887,450022014,"GWAS Population","NaCCRI_18","MH04/3022_3","UG14_0763:250442887","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0765",250442803,450022013,"GWAS Population","NaCCRI_12","MH04/3022_5","UG14_0765:250442803","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0768",250445458,450022055,"GWAS Population","NaCCRI_16","MH04/3022_8","UG14_0768:250445458","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0769",250443560,450022028,"GWAS Population","NaCCRI_14","MH04/3022_9","UG14_0769:250443560","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0772",250443659,450022029,"GWAS Population","NaCCRI_15","MH04/3022_12","UG14_0772:250443659","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0794",250445610,450022056,"GWAS Population","NaCCRI_17","MH04/3022_34","UG14_0794:250445610","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0795",250442770,450022013,"GWAS Population","NaCCRI_12","MH04/3022_35","UG14_0795:250442770","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0800",250443451,450022027,"GWAS Population","NaCCRI_13","MH04/3022_40","UG14_0800:250443451","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0802",250445565,450022056,"GWAS Population","NaCCRI_17","MH04/3022_42","UG14_0802:250445565","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0807",250443591,450022028,"GWAS Population","NaCCRI_14","MH04/3022_47","UG14_0807:250443591","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0808",250443577,450022028,"GWAS Population","NaCCRI_14","MH04/3022_48","UG14_0808:250443577","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0818",250443536,450022028,"GWAS Population","NaCCRI_14","N11 X N1(7)_8","UG14_0818:250443536","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0821",250443398,450022027,"GWAS Population","NaCCRI_13","N11 X N1(7)_11","UG14_0821:250443398","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
